id,trackable_id,trackable_uid,mac_address,ts,x,y,z,area_uid,project_uid,inactive
3187551,81,v9uagGHtSHSqrErs_5OUpA,E4956EA433E5,2025-09-28 00:19:25.296,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187552,98,jpYkuEVwTQ6XrMaYXZKVow,E4956EA43861,2025-09-28 00:19:25.296,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187553,98,jpYkuEVwTQ6XrMaYXZKVow,E4956EA43861,2025-09-28 00:19:26.301,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187554,81,v9uagGHtSHSqrErs_5OUpA,E4956EA433E5,2025-09-28 00:19:26.301,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187555,98,jpYkuEVwTQ6XrMaYXZKVow,E4956EA43861,2025-09-28 00:19:27.281,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187556,81,v9uagGHtSHSqrErs_5OUpA,E4956EA433E5,2025-09-28 00:19:27.306,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187557,81,v9uagGHtSHSqrErs_5OUpA,E4956EA433E5,2025-09-28 00:19:28.286,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187558,98,jpYkuEVwTQ6XrMaYXZKVow,E4956EA43861,2025-09-28 00:19:28.291,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187559,98,jpYkuEVwTQ6XrMaYXZKVow,E4956EA43861,2025-09-28 00:19:29.301,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187560,81,v9uagGHtSHSqrErs_5OUpA,E4956EA433E5,2025-09-28 00:19:29.306,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187561,93,-SD7dY2eQomOhjBs6ahOSw,E4956EA436CA,2025-09-28 01:21:02.306,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187562,82,0zQFu87mQnSlAFgYd7HJkw,E4956EA4395B,2025-09-28 01:21:02.311,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187563,28,fU7aMpE3TaqZxQCJCFXRrA,E4956EA44533,2025-09-28 01:21:02.321,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187564,41,F9J9pJ2_RWaAnX-kQHMQZw,E4956EA43D22,2025-09-28 01:21:03.305,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187565,97,uwpg4tDeRQevNCBitRa39Q,E4956EA438FE,2025-09-28 01:21:03.311,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187566,33,2jcjqdYkQN_-eEgRGMSS_w,E4956EA44708,2025-09-28 01:21:03.311,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187567,86,ZTFYlsH8RoqJ7EywwrL8lA,E4956EA445AA,2025-09-28 01:21:03.311,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187568,28,fU7aMpE3TaqZxQCJCFXRrA,E4956EA44533,2025-09-28 01:21:03.316,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187569,74,pqCjVF7mT52W6bj6hRdGlw,E4956EA43274,2025-09-28 01:21:03.316,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187570,82,0zQFu87mQnSlAFgYd7HJkw,E4956EA4395B,2025-09-28 01:21:03.351,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187571,93,-SD7dY2eQomOhjBs6ahOSw,E4956EA436CA,2025-09-28 01:21:03.351,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187572,98,jpYkuEVwTQ6XrMaYXZKVow,E4956EA43861,2025-09-28 01:21:03.351,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187573,9,GjKBaDk3TnmPWx0mQzvRDg,E4956EA434DF,2025-09-28 01:21:04.306,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187574,74,pqCjVF7mT52W6bj6hRdGlw,E4956EA43274,2025-09-28 01:21:04.306,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187575,86,ZTFYlsH8RoqJ7EywwrL8lA,E4956EA445AA,2025-09-28 01:21:04.311,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187576,28,fU7aMpE3TaqZxQCJCFXRrA,E4956EA44533,2025-09-28 01:21:04.316,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187577,64,pi8TXtZnRKG0Z78zeL-Lpw,E4956EA4433B,2025-09-28 01:21:04.320,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187578,41,F9J9pJ2_RWaAnX-kQHMQZw,E4956EA43D22,2025-09-28 01:21:04.321,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187579,94,rK5XxKEWRMGPBXS7hrmZRA,E4956EA44678,2025-09-28 01:21:04.321,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187580,82,0zQFu87mQnSlAFgYd7HJkw,E4956EA4395B,2025-09-28 01:21:04.326,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187581,17,zNSFBbhNRwmIZzFEjIZJzA,E4956EA4379D,2025-09-28 01:21:04.341,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187582,32,shWcX_MhQ0yr-1uh18MR1A,E4956EA4335D,2025-09-28 01:21:04.346,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187583,93,-SD7dY2eQomOhjBs6ahOSw,E4956EA436CA,2025-09-28 01:21:04.351,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187584,98,jpYkuEVwTQ6XrMaYXZKVow,E4956EA43861,2025-09-28 01:21:04.351,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187585,33,2jcjqdYkQN_-eEgRGMSS_w,E4956EA44708,2025-09-28 01:21:04.351,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187586,97,uwpg4tDeRQevNCBitRa39Q,E4956EA438FE,2025-09-28 01:21:04.361,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187587,64,pi8TXtZnRKG0Z78zeL-Lpw,E4956EA4433B,2025-09-28 01:21:05.320,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187588,41,F9J9pJ2_RWaAnX-kQHMQZw,E4956EA43D22,2025-09-28 01:21:05.321,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187589,94,rK5XxKEWRMGPBXS7hrmZRA,E4956EA44678,2025-09-28 01:21:05.321,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187590,96,1Ip83YZdT8uObjdvlN1pWQ,E4956EA435B5,2025-09-28 01:21:05.321,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187591,28,fU7aMpE3TaqZxQCJCFXRrA,E4956EA44533,2025-09-28 01:21:05.326,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187592,69,BvV82mScRw2Icg1Op_6frQ,E4956EA44459,2025-09-28 01:21:05.336,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187593,40,LJGHXxS3TDmKSumG1VZAqw,E4956EA43273,2025-09-28 01:21:05.336,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187594,17,zNSFBbhNRwmIZzFEjIZJzA,E4956EA4379D,2025-09-28 01:21:05.341,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187595,32,shWcX_MhQ0yr-1uh18MR1A,E4956EA4335D,2025-09-28 01:21:05.346,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187596,33,2jcjqdYkQN_-eEgRGMSS_w,E4956EA44708,2025-09-28 01:21:05.351,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187597,92,kplZNvjQTaus1ftIQaEEhg,E4956EA43F8A,2025-09-28 01:21:05.361,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187598,74,pqCjVF7mT52W6bj6hRdGlw,E4956EA43274,2025-09-28 01:21:05.361,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187599,83,3sYE4-ucQEa4fNiBIwLe4A,E4956EA43E42,2025-09-28 01:21:05.361,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187600,99,vxDd6oyQTL_nGbVR3ATw-Q,E4956EA4440D,2025-09-28 01:21:05.361,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187601,98,jpYkuEVwTQ6XrMaYXZKVow,E4956EA43861,2025-09-28 01:21:05.361,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
3187602,91,I0Ac92BARrOzn95PUX61aw,E4956EA4353D,2025-09-28 01:21:05.361,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
