id,trackable_id,trackable_uid,mac_address,ts,x,y,z,area_uid,project_uid,inactive
6138289,74,pqCjVF7mT52W6bj6hRdGlw,E4956EA43274,2025-10-19 00:02:27.031,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138290,15,W0NQgGvQQ2G-49BTRTMOlw,E4956EA43A3E,2025-10-19 00:02:27.031,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138291,67,YxrKf3pVSlGsOWfCzpz4SQ,E4956EA43A0C,2025-10-19 00:02:27.031,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138292,17,zNSFBbhNRwmIZzFEjIZJzA,E4956EA4379D,2025-10-19 00:02:27.031,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138293,94,rK5XxKEWRMGPBXS7hrmZRA,E4956EA44678,2025-10-19 00:02:27.041,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138294,72,HKkBnX_iT-aF9z8OWcLDKA,E4956EA43B24,2025-10-19 00:02:27.041,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138295,29,CO_3FFSRSe66mmsP83pzOw,E4956EA4456F,2025-10-19 00:02:27.041,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138296,23,PFcRvYOKRcG2DvC8kH2xrQ,E4956EA43F66,2025-10-19 00:02:27.041,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138297,8,HoYH7lgAStqWV1QeUxqu0A,E4956EA43B49,2025-10-19 00:02:27.051,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138298,21,buoFPixCTQeZgHOb8URl0w,E4956EA4424B,2025-10-19 00:02:27.051,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138299,96,1Ip83YZdT8uObjdvlN1pWQ,E4956EA435B5,2025-10-19 00:02:27.076,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138300,89,5x1_FjjrT02nAdaAcW3jLg,E4956EA4359E,2025-10-19 00:02:27.076,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138301,84,VpSThDXQTkWGZUlPgvIHww,E4956EA43A86,2025-10-19 00:02:27.081,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138302,15,W0NQgGvQQ2G-49BTRTMOlw,E4956EA43A3E,2025-10-19 00:02:28.036,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138303,89,5x1_FjjrT02nAdaAcW3jLg,E4956EA4359E,2025-10-19 00:02:28.036,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138304,17,zNSFBbhNRwmIZzFEjIZJzA,E4956EA4379D,2025-10-19 00:02:28.036,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138305,94,rK5XxKEWRMGPBXS7hrmZRA,E4956EA44678,2025-10-19 00:02:28.036,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138306,14,xt28IyKmQKatD4lP5-xplQ,E4956EA435E0,2025-10-19 00:02:28.041,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138307,8,HoYH7lgAStqWV1QeUxqu0A,E4956EA43B49,2025-10-19 00:02:28.041,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138308,21,buoFPixCTQeZgHOb8URl0w,E4956EA4424B,2025-10-19 00:02:28.041,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138309,72,HKkBnX_iT-aF9z8OWcLDKA,E4956EA43B24,2025-10-19 00:02:28.041,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138310,29,CO_3FFSRSe66mmsP83pzOw,E4956EA4456F,2025-10-19 00:02:28.041,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138311,24,MwhSyfewTJSC9Dtm_jdP0g,E4956EA44063,2025-10-19 00:02:28.046,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138312,23,PFcRvYOKRcG2DvC8kH2xrQ,E4956EA43F66,2025-10-19 00:02:28.046,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138313,74,pqCjVF7mT52W6bj6hRdGlw,E4956EA43274,2025-10-19 00:02:28.046,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138314,67,YxrKf3pVSlGsOWfCzpz4SQ,E4956EA43A0C,2025-10-19 00:02:28.057,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6138315,9,GjKBaDk3TnmPWx0mQzvRDg,E4956EA434DF,2025-10-19 00:02:28.066,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
