id,trackable_id,trackable_uid,mac_address,ts,x,y,z,area_uid,project_uid,inactive
6126801,68,UkK2nV3UTMqGA1uduZgJhA,E4956EA43429,2025-10-18 00:58:44.592,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6126802,68,UkK2nV3UTMqGA1uduZgJhA,E4956EA43429,2025-10-18 00:58:45.581,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6126803,68,UkK2nV3UTMqGA1uduZgJhA,E4956EA43429,2025-10-18 00:58:46.556,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6126804,68,UkK2nV3UTMqGA1uduZgJhA,E4956EA43429,2025-10-18 00:58:47.576,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6126805,68,UkK2nV3UTMqGA1uduZgJhA,E4956EA43429,2025-10-18 00:58:48.577,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6126806,8,HoYH7lgAStqWV1QeUxqu0A,E4956EA43B49,2025-10-18 03:19:28.611,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6126807,83,3sYE4-ucQEa4fNiBIwLe4A,E4956EA43E42,2025-10-18 03:19:29.596,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6126808,13,SAdAkdceQ1OUGGmd6fUlGA,E4956EA43F85,2025-10-18 03:19:29.616,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6126809,92,kplZNvjQTaus1ftIQaEEhg,E4956EA43F8A,2025-10-18 03:19:29.616,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
6126810,97,uwpg4tDeRQevNCBitRa39Q,E4956EA438FE,2025-10-18 03:19:29.616,4541,2866,1000,4_kF-L7dSO_PlOj3DocURw,EzU4y8EaQJuD4Y9ZartpqA,0
